CBSA_name	cbsa	yr	qtr	index_nsa	index_sa
"BuffaloCheektowagaNiagara Falls, NY"	15380	1988	1	75.01	0.61
"BuffaloCheektowagaNiagara Falls, NY"	15380	1988	2	77.34	0.52
"BuffaloCheektowagaNiagara Falls, NY"	15380	1988	3	80.22	0.51
"BuffaloCheektowagaNiagara Falls, NY"	15380	1988	4	82.4	0.54
"BuffaloCheektowagaNiagara Falls, NY"	15380	1989	1	82.83	0.56
"BuffaloCheektowagaNiagara Falls, NY"	15380	1989	2	85.31	0.52
"BuffaloCheektowagaNiagara Falls, NY"	15380	1989	3	87.71	0.51
"BuffaloCheektowagaNiagara Falls, NY"	15380	1989	4	89.95	0.52
"BuffaloCheektowagaNiagara Falls, NY"	15380	1990	1	91.17	0.56
"BuffaloCheektowagaNiagara Falls, NY"	15380	1990	2	92.29	0.53
"BuffaloCheektowagaNiagara Falls, NY"	15380	1990	3	92.71	0.52
"BuffaloCheektowagaNiagara Falls, NY"	15380	1990	4	93.5	0.52
"BuffaloCheektowagaNiagara Falls, NY"	15380	1991	1	94.5	0.56
"BuffaloCheektowagaNiagara Falls, NY"	15380	1991	2	95.77	0.51
"BuffaloCheektowagaNiagara Falls, NY"	15380	1991	3	96.01	0.51
"BuffaloCheektowagaNiagara Falls, NY"	15380	1991	4	97.1	0.52
"BuffaloCheektowagaNiagara Falls, NY"	15380	1992	1	99.51	0.51
"BuffaloCheektowagaNiagara Falls, NY"	15380	1992	2	98.82	0.51
"BuffaloCheektowagaNiagara Falls, NY"	15380	1992	3	100.64	0.53
"BuffaloCheektowagaNiagara Falls, NY"	15380	1992	4	101.45	0.52
"BuffaloCheektowagaNiagara Falls, NY"	15380	1993	1	101.29	0.56
"BuffaloCheektowagaNiagara Falls, NY"	15380	1993	2	102.52	0.52
"BuffaloCheektowagaNiagara Falls, NY"	15380	1993	3	103.17	0.53
"BuffaloCheektowagaNiagara Falls, NY"	15380	1993	4	103.9	0.53
"BuffaloCheektowagaNiagara Falls, NY"	15380	1994	1	103.79	0.55
"BuffaloCheektowagaNiagara Falls, NY"	15380	1994	2	102.7	0.59
"BuffaloCheektowagaNiagara Falls, NY"	15380	1994	3	101.4	0.61
"BuffaloCheektowagaNiagara Falls, NY"	15380	1994	4	100.83	0.63
"BuffaloCheektowagaNiagara Falls, NY"	15380	1995	1	100	0
"BuffaloCheektowagaNiagara Falls, NY"	15380	1995	2	101.29	0.59
"BuffaloCheektowagaNiagara Falls, NY"	15380	1995	3	103.27	0.58
"BuffaloCheektowagaNiagara Falls, NY"	15380	1995	4	103.68	0.61
"BuffaloCheektowagaNiagara Falls, NY"	15380	1996	1	105.51	0.59
"BuffaloCheektowagaNiagara Falls, NY"	15380	1996	2	104.15	0.59
"BuffaloCheektowagaNiagara Falls, NY"	15380	1996	3	102.95	0.61
"BuffaloCheektowagaNiagara Falls, NY"	15380	1996	4	102.71	0.63
"BuffaloCheektowagaNiagara Falls, NY"	15380	1997	1	103.34	0.67
"BuffaloCheektowagaNiagara Falls, NY"	15380	1997	2	102.01	0.62
"BuffaloCheektowagaNiagara Falls, NY"	15380	1997	3	103.06	0.62
"BuffaloCheektowagaNiagara Falls, NY"	15380	1997	4	103.37	0.61
"BuffaloCheektowagaNiagara Falls, NY"	15380	1998	1	105.78	0.57
"BuffaloCheektowagaNiagara Falls, NY"	15380	1998	2	104.87	0.56
"BuffaloCheektowagaNiagara Falls, NY"	15380	1998	3	104.8	0.58
"BuffaloCheektowagaNiagara Falls, NY"	15380	1998	4	105.69	0.56
"BuffaloCheektowagaNiagara Falls, NY"	15380	1999	1	106.29	0.59
"BuffaloCheektowagaNiagara Falls, NY"	15380	1999	2	104.99	0.59
"BuffaloCheektowagaNiagara Falls, NY"	15380	1999	3	103.63	0.6
"BuffaloCheektowagaNiagara Falls, NY"	15380	1999	4	103.38	0.61
"BuffaloCheektowagaNiagara Falls, NY"	15380	2000	1	103.01	0.63
"BuffaloCheektowagaNiagara Falls, NY"	15380	2000	2	104.83	0.59
"BuffaloCheektowagaNiagara Falls, NY"	15380	2000	3	106.22	0.59
"BuffaloCheektowagaNiagara Falls, NY"	15380	2000	4	106.33	0.59
"BuffaloCheektowagaNiagara Falls, NY"	15380	2001	1	109.45	0.6
"BuffaloCheektowagaNiagara Falls, NY"	15380	2001	2	110.04	0.57
"BuffaloCheektowagaNiagara Falls, NY"	15380	2001	3	111.28	0.58
"BuffaloCheektowagaNiagara Falls, NY"	15380	2001	4	112.41	0.58
"BuffaloCheektowagaNiagara Falls, NY"	15380	2002	1	113.57	0.59
"BuffaloCheektowagaNiagara Falls, NY"	15380	2002	2	114.38	0.61
"BuffaloCheektowagaNiagara Falls, NY"	15380	2002	3	115.88	0.6
"BuffaloCheektowagaNiagara Falls, NY"	15380	2002	4	117.03	0.6
"BuffaloCheektowagaNiagara Falls, NY"	15380	2003	1	117.99	0.61
"BuffaloCheektowagaNiagara Falls, NY"	15380	2003	2	119.11	0.61
"BuffaloCheektowagaNiagara Falls, NY"	15380	2003	3	120.88	0.61
"BuffaloCheektowagaNiagara Falls, NY"	15380	2003	4	122.78	0.65
"BuffaloCheektowagaNiagara Falls, NY"	15380	2004	1	123.58	0.68
"BuffaloCheektowagaNiagara Falls, NY"	15380	2004	2	125.54	0.67
"BuffaloCheektowagaNiagara Falls, NY"	15380	2004	3	128.13	0.72
"BuffaloCheektowagaNiagara Falls, NY"	15380	2004	4	129.92	0.74
"BuffaloCheektowagaNiagara Falls, NY"	15380	2005	1	131.79	0.79
"BuffaloCheektowagaNiagara Falls, NY"	15380	2005	2	132.06	0.76
"BuffaloCheektowagaNiagara Falls, NY"	15380	2005	3	135.83	0.77
"BuffaloCheektowagaNiagara Falls, NY"	15380	2005	4	136.6	0.79
"BuffaloCheektowagaNiagara Falls, NY"	15380	2006	1	136.94	0.84
"BuffaloCheektowagaNiagara Falls, NY"	15380	2006	2	136.71	0.81
"BuffaloCheektowagaNiagara Falls, NY"	15380	2006	3	138.26	0.79
"BuffaloCheektowagaNiagara Falls, NY"	15380	2006	4	140.06	0.82
"BuffaloCheektowagaNiagara Falls, NY"	15380	2007	1	140.47	0.83
"BuffaloCheektowagaNiagara Falls, NY"	15380	2007	2	141.87	0.8
"BuffaloCheektowagaNiagara Falls, NY"	15380	2007	3	141.5	0.78
"BuffaloCheektowagaNiagara Falls, NY"	15380	2007	4	141.9	0.8
"BuffaloCheektowagaNiagara Falls, NY"	15380	2008	1	144.03	0.81
"BuffaloCheektowagaNiagara Falls, NY"	15380	2008	2	144.74	0.81
"BuffaloCheektowagaNiagara Falls, NY"	15380	2008	3	144.31	0.81
"BuffaloCheektowagaNiagara Falls, NY"	15380	2008	4	144.04	0.84
"BuffaloCheektowagaNiagara Falls, NY"	15380	2009	1	147.91	0.8
"BuffaloCheektowagaNiagara Falls, NY"	15380	2009	2	146.26	0.78
"BuffaloCheektowagaNiagara Falls, NY"	15380	2009	3	145.36	0.8
"BuffaloCheektowagaNiagara Falls, NY"	15380	2009	4	147.13	0.83
"BuffaloCheektowagaNiagara Falls, NY"	15380	2010	1	146.5	0.86
"BuffaloCheektowagaNiagara Falls, NY"	15380	2010	2	146.54	0.85
"BuffaloCheektowagaNiagara Falls, NY"	15380	2010	3	147.98	0.83
"BuffaloCheektowagaNiagara Falls, NY"	15380	2010	4	148.34	0.81
"BuffaloCheektowagaNiagara Falls, NY"	15380	2011	1	147.38	0.86
"BuffaloCheektowagaNiagara Falls, NY"	15380	2011	2	147.12	0.91
"BuffaloCheektowagaNiagara Falls, NY"	15380	2011	3	147.42	0.88
"BuffaloCheektowagaNiagara Falls, NY"	15380	2011	4	147.39	0.84
"BuffaloCheektowagaNiagara Falls, NY"	15380	2012	1	149.36	0.88
"BuffaloCheektowagaNiagara Falls, NY"	15380	2012	2	148.3	0.88
"BuffaloCheektowagaNiagara Falls, NY"	15380	2012	3	149.05	0.87
"BuffaloCheektowagaNiagara Falls, NY"	15380	2012	4	150.77	0.86
"BuffaloCheektowagaNiagara Falls, NY"	15380	2013	1	150.85	0.87
"BuffaloCheektowagaNiagara Falls, NY"	15380	2013	2	152.54	0.88
"BuffaloCheektowagaNiagara Falls, NY"	15380	2013	3	153.77	0.92
"BuffaloCheektowagaNiagara Falls, NY"	15380	2013	4	155.6	1.02
"BuffaloCheektowagaNiagara Falls, NY"	15380	2014	1	155.63	1.13
"BuffaloCheektowagaNiagara Falls, NY"	15380	2014	2	156.77	1.05
"BuffaloCheektowagaNiagara Falls, NY"	15380	2014	3	160.7	1.05
"BuffaloCheektowagaNiagara Falls, NY"	15380	2014	4	160.69	1.13
"BuffaloCheektowagaNiagara Falls, NY"	15380	2015	1	160.19	1.1
"BuffaloCheektowagaNiagara Falls, NY"	15380	2015	2	163.98	1.1
"BuffaloCheektowagaNiagara Falls, NY"	15380	2015	3	166.6	1.11
"BuffaloCheektowagaNiagara Falls, NY"	15380	2015	4	166.36	1.2
"BuffaloCheektowagaNiagara Falls, NY"	15380	2016	1	166.29	1.3
"Burlington, NC"	15500	1975	1		
"Burlington, NC"	15500	1975	2		
"Burlington, NC"	15500	1975	3		
"Burlington, NC"	15500	1975	4		
"Burlington, NC"	15500	1976	1		
"Burlington, NC"	15500	1976	2		
"Burlington, NC"	15500	1976	3		
"Burlington, NC"	15500	1976	4		
"Burlington, NC"	15500	1977	1		
"Burlington, NC"	15500	1977	2		
"Burlington, NC"	15500	1977	3		
"Burlington, NC"	15500	1977	4		
"Burlington, NC"	15500	1978	1		
"Burlington, NC"	15500	1978	2		
"Burlington, NC"	15500	1978	3		
"Burlington, NC"	15500	1978	4		
"Burlington, NC"	15500	1979	1		
"Burlington, NC"	15500	1979	2		
"Burlington, NC"	15500	1979	3		
"Burlington, NC"	15500	1979	4		
"Burlington, NC"	15500	1980	1		
"Burlington, NC"	15500	1980	2		
"Burlington, NC"	15500	1980	3		
"Burlington, NC"	15500	1980	4		
"Burlington, NC"	15500	1981	1		
"Burlington, NC"	15500	1981	2		
"Burlington, NC"	15500	1981	3		
"Burlington, NC"	15500	1981	4		
"Burlington, NC"	15500	1982	1		
"Burlington, NC"	15500	1982	2		
"Burlington, NC"	15500	1982	3		
"Burlington, NC"	15500	1982	4		
"Burlington, NC"	15500	1983	1		
"Burlington, NC"	15500	1983	2		
"Burlington, NC"	15500	1983	3		
"Burlington, NC"	15500	1983	4		
"Burlington, NC"	15500	1984	1		
"Burlington, NC"	15500	1984	2		
"Burlington, NC"	15500	1984	3		
"Burlington, NC"	15500	1984	4		
"Burlington, NC"	15500	1985	1		
"Burlington, NC"	15500	1985	2		
"Burlington, NC"	15500	1985	3		
"Burlington, NC"	15500	1985	4		
"Burlington, NC"	15500	1986	1		
"Burlington, NC"	15500	1986	2		
"Burlington, NC"	15500	1986	3		
"Burlington, NC"	15500	1986	4		
"Burlington, NC"	15500	1987	1	69.61	1.14
"Burlington, NC"	15500	1987	2	72.54	1.19
"Burlington, NC"	15500	1987	3	73.73	1.64
"Burlington, NC"	15500	1987	4	76.59	1.78
"Burlington, NC"	15500	1988	1	79.92	2.46
"Burlington, NC"	15500	1988	2	79	1.81
"Burlington, NC"	15500	1988	3	81.47	1.66
"Burlington, NC"	15500	1988	4	82.11	1.54
"Burlington, NC"	15500	1989	1	83.63	1.65
"Burlington, NC"	15500	1989	2	79.56	1.53
"Burlington, NC"	15500	1989	3	82.93	1.33
"Burlington, NC"	15500	1989	4	82.44	1.41
"Burlington, NC"	15500	1990	1	84.45	1.62
"Burlington, NC"	15500	1990	2	83.58	1.51
"Burlington, NC"	15500	1990	3	85	1.45
"Burlington, NC"	15500	1990	4	84.45	1.42
"Burlington, NC"	15500	1991	1	86.06	1.3
"Burlington, NC"	15500	1991	2	86.88	1.2
"Burlington, NC"	15500	1991	3	87.99	1.27
"Burlington, NC"	15500	1991	4	87.29	1.16
"Burlington, NC"	15500	1992	1	88.75	1.1
"Burlington, NC"	15500	1992	2	89.29	1.2
"Burlington, NC"	15500	1992	3	88.97	1.13
"Burlington, NC"	15500	1992	4	90.67	1.15
"Burlington, NC"	15500	1993	1	89.85	1.21
"Burlington, NC"	15500	1993	2	91.14	1.14
"Burlington, NC"	15500	1993	3	91.8	1.15
"Burlington, NC"	15500	1993	4	93.04	1.13
"Burlington, NC"	15500	1994	1	93.59	1.24
"Burlington, NC"	15500	1994	2	96.57	1.47
"Burlington, NC"	15500	1994	3	96.82	1.49
"Burlington, NC"	15500	1994	4	97.66	1.56
"Burlington, NC"	15500	1995	1	100	0
"Burlington, NC"	15500	1995	2	98.16	1.4
"Burlington, NC"	15500	1995	3	100.91	1.22
"Burlington, NC"	15500	1995	4	99.86	1.35
"Burlington, NC"	15500	1996	1	103.93	1.35
"Burlington, NC"	15500	1996	2	104.4	1.4
"Burlington, NC"	15500	1996	3	106.02	1.47
"Burlington, NC"	15500	1996	4	106.25	1.46
"Burlington, NC"	15500	1997	1	107.52	1.54
"Burlington, NC"	15500	1997	2	108.97	1.46
"Burlington, NC"	15500	1997	3	109.67	1.46
"Burlington, NC"	15500	1997	4	112.16	1.45
"Burlington, NC"	15500	1998	1	113.98	1.38
"Burlington, NC"	15500	1998	2	114.88	1.42
"Burlington, NC"	15500	1998	3	115.58	1.42
"Burlington, NC"	15500	1998	4	117.02	1.43
"Burlington, NC"	15500	1999	1	119.06	1.47
"Burlington, NC"	15500	1999	2	118.38	1.51
"Burlington, NC"	15500	1999	3	118.8	1.58
"Burlington, NC"	15500	1999	4	119.08	1.61
"Burlington, NC"	15500	2000	1	120.91	1.61
"Burlington, NC"	15500	2000	2	122.21	1.56
"Burlington, NC"	15500	2000	3	123.66	1.55
"Burlington, NC"	15500	2000	4	124.55	1.58
"Burlington, NC"	15500	2001	1	127.19	1.53
"Burlington, NC"	15500	2001	2	128.4	1.54
"Burlington, NC"	15500	2001	3	129.71	1.55
"Burlington, NC"	15500	2001	4	130.77	1.53
"Burlington, NC"	15500	2002	1	131.39	1.58
"Burlington, NC"	15500	2002	2	131.1	1.59
"Burlington, NC"	15500	2002	3	133.41	1.58
"Burlington, NC"	15500	2002	4	134.01	1.57
"Burlington, NC"	15500	2003	1	135.28	1.59
"Burlington, NC"	15500	2003	2	135.67	1.59
"Burlington, NC"	15500	2003	3	135.54	1.59
"Burlington, NC"	15500	2003	4	137.39	1.72
"Burlington, NC"	15500	2004	1	137.63	1.74
"Burlington, NC"	15500	2004	2	136.07	1.7
"Burlington, NC"	15500	2004	3	134.93	1.77
"Burlington, NC"	15500	2004	4	137.27	1.8
"Burlington, NC"	15500	2005	1	139.81	1.85
"Burlington, NC"	15500	2005	2	140.34	1.81
"Burlington, NC"	15500	2005	3	140.08	1.81
"Burlington, NC"	15500	2005	4	139.45	1.87
"Burlington, NC"	15500	2006	1	141.4	1.92
"Burlington, NC"	15500	2006	2	142.18	1.88
"Burlington, NC"	15500	2006	3	141.61	1.85
"Burlington, NC"	15500	2006	4	143.53	1.9
"Burlington, NC"	15500	2007	1	145.86	1.93
"Burlington, NC"	15500	2007	2	143.95	1.83
"Burlington, NC"	15500	2007	3	143.56	1.83
"Burlington, NC"	15500	2007	4	144.83	1.92
"Burlington, NC"	15500	2008	1	147.32	1.88
"Burlington, NC"	15500	2008	2	144.91	1.89
"Burlington, NC"	15500	2008	3	142.88	1.93
"Burlington, NC"	15500	2008	4	144.13	1.98
"Burlington, NC"	15500	2009	1	148.32	1.86
"Burlington, NC"	15500	2009	2	145.74	1.85
"Burlington, NC"	15500	2009	3	141.95	1.91
"Burlington, NC"	15500	2009	4	142.99	1.92
"Burlington, NC"	15500	2010	1	139.33	1.89
"Burlington, NC"	15500	2010	2	139.2	1.87
"Burlington, NC"	15500	2010	3	140.81	1.85
"Burlington, NC"	15500	2010	4	140.35	1.81
"Burlington, NC"	15500	2011	1	136.77	1.88
"Burlington, NC"	15500	2011	2	135.73	1.93
"Burlington, NC"	15500	2011	3	135.55	1.9
"Burlington, NC"	15500	2011	4	136.46	1.8
"Burlington, NC"	15500	2012	1	135.66	1.84
"Burlington, NC"	15500	2012	2	135.45	1.89
"Burlington, NC"	15500	2012	3	133.54	1.81
"Burlington, NC"	15500	2012	4	136.02	1.84
"Burlington, NC"	15500	2013	1	136.89	1.88
"Burlington, NC"	15500	2013	2	137.11	1.85
"Burlington, NC"	15500	2013	3	136.45	1.93
"Burlington, NC"	15500	2013	4	131.71	1.98
"Burlington, NC"	15500	2014	1	136.56	2.32
"Burlington, NC"	15500	2014	2	132.43	2.15
"Burlington, NC"	15500	2014	3	137.38	1.97
"Burlington, NC"	15500	2014	4	136.86	2.24
"Burlington, NC"	15500	2015	1	140.7	2.36
"Burlington, NC"	15500	2015	2	139.47	2.34
"Burlington, NC"	15500	2015	3	142.79	2.43
"Burlington, NC"	15500	2015	4	139.68	2.36
"Burlington, NC"	15500	2016	1	139.25	2.82
"BurlingtonSouth Burlington, VT"	15540	1975	1		
"BurlingtonSouth Burlington, VT"	15540	1975	2		
"BurlingtonSouth Burlington, VT"	15540	1975	3		
"BurlingtonSouth Burlington, VT"	15540	1975	4		
"BurlingtonSouth Burlington, VT"	15540	1976	1		
"BurlingtonSouth Burlington, VT"	15540	1976	2		
"BurlingtonSouth Burlington, VT"	15540	1976	3		
"BurlingtonSouth Burlington, VT"	15540	1976	4		
"BurlingtonSouth Burlington, VT"	15540	1977	1		
"BurlingtonSouth Burlington, VT"	15540	1977	2		
"BurlingtonSouth Burlington, VT"	15540	1977	3		
"BurlingtonSouth Burlington, VT"	15540	1977	4		
"BurlingtonSouth Burlington, VT"	15540	1978	1		
"BurlingtonSouth Burlington, VT"	15540	1978	2		
"BurlingtonSouth Burlington, VT"	15540	1978	3		
"BurlingtonSouth Burlington, VT"	15540	1978	4		
"BurlingtonSouth Burlington, VT"	15540	1979	1		
"BurlingtonSouth Burlington, VT"	15540	1979	2		
"BurlingtonSouth Burlington, VT"	15540	1979	3		
"BurlingtonSouth Burlington, VT"	15540	1979	4		
"BurlingtonSouth Burlington, VT"	15540	1980	1		
"BurlingtonSouth Burlington, VT"	15540	1980	2		
"BurlingtonSouth Burlington, VT"	15540	1980	3		
"BurlingtonSouth Burlington, VT"	15540	1980	4		
"BurlingtonSouth Burlington, VT"	15540	1981	1		
"BurlingtonSouth Burlington, VT"	15540	1981	2		
"BurlingtonSouth Burlington, VT"	15540	1981	3		
"BurlingtonSouth Burlington, VT"	15540	1981	4		
"BurlingtonSouth Burlington, VT"	15540	1982	1		
"BurlingtonSouth Burlington, VT"	15540	1982	2		
"BurlingtonSouth Burlington, VT"	15540	1982	3		
"BurlingtonSouth Burlington, VT"	15540	1982	4		
"BurlingtonSouth Burlington, VT"	15540	1983	1		
"BurlingtonSouth Burlington, VT"	15540	1983	2		
"BurlingtonSouth Burlington, VT"	15540	1983	3		
"BurlingtonSouth Burlington, VT"	15540	1983	4		
"BurlingtonSouth Burlington, VT"	15540	1984	1		
"BurlingtonSouth Burlington, VT"	15540	1984	2		
"BurlingtonSouth Burlington, VT"	15540	1984	3		
"BurlingtonSouth Burlington, VT"	15540	1984	4		
"BurlingtonSouth Burlington, VT"	15540	1985	1	61.02	0.83
"BurlingtonSouth Burlington, VT"	15540	1985	2	62.57	0.74
"BurlingtonSouth Burlington, VT"	15540	1985	3	63.65	0.7
"BurlingtonSouth Burlington, VT"	15540	1985	4	64.62	0.75
"BurlingtonSouth Burlington, VT"	15540	1986	1	66.4	0.76
"BurlingtonSouth Burlington, VT"	15540	1986	2	67.98	0.68
"BurlingtonSouth Burlington, VT"	15540	1986	3	70.25	0.73
"BurlingtonSouth Burlington, VT"	15540	1986	4	73.47	0.81
"BurlingtonSouth Burlington, VT"	15540	1987	1	75.94	0.84
"BurlingtonSouth Burlington, VT"	15540	1987	2	77.49	0.83
"BurlingtonSouth Burlington, VT"	15540	1987	3	79.41	0.96
"BurlingtonSouth Burlington, VT"	15540	1987	4	82.63	1.14
"BurlingtonSouth Burlington, VT"	15540	1988	1	86.38	1.27
"BurlingtonSouth Burlington, VT"	15540	1988	2	89.04	1.03
"BurlingtonSouth Burlington, VT"	15540	1988	3	91.31	1.07
"BurlingtonSouth Burlington, VT"	15540	1988	4	92.62	1.1
"BurlingtonSouth Burlington, VT"	15540	1989	1	94.5	1.22
"BurlingtonSouth Burlington, VT"	15540	1989	2	97.29	1.14
"BurlingtonSouth Burlington, VT"	15540	1989	3	98.36	1.09
"BurlingtonSouth Burlington, VT"	15540	1989	4	99.84	1.1
"BurlingtonSouth Burlington, VT"	15540	1990	1	97.88	1.15
"BurlingtonSouth Burlington, VT"	15540	1990	2	98.81	1.1
"BurlingtonSouth Burlington, VT"	15540	1990	3	98.27	1.08
"BurlingtonSouth Burlington, VT"	15540	1990	4	98.61	1.15
"BurlingtonSouth Burlington, VT"	15540	1991	1	97.4	1.03
"BurlingtonSouth Burlington, VT"	15540	1991	2	98.12	0.96
"BurlingtonSouth Burlington, VT"	15540	1991	3	96.72	0.97
"BurlingtonSouth Burlington, VT"	15540	1991	4	97.61	0.94
"BurlingtonSouth Burlington, VT"	15540	1992	1	97.49	0.93
"BurlingtonSouth Burlington, VT"	15540	1992	2	97.73	0.93
"BurlingtonSouth Burlington, VT"	15540	1992	3	98.91	0.93
"BurlingtonSouth Burlington, VT"	15540	1992	4	99.35	0.93
"BurlingtonSouth Burlington, VT"	15540	1993	1	98.87	1
"BurlingtonSouth Burlington, VT"	15540	1993	2	99.5	0.94
"BurlingtonSouth Burlington, VT"	15540	1993	3	99.68	0.94
"BurlingtonSouth Burlington, VT"	15540	1993	4	100.44	0.94
"BurlingtonSouth Burlington, VT"	15540	1994	1	101.29	1.02
"BurlingtonSouth Burlington, VT"	15540	1994	2	99.98	1.07
"BurlingtonSouth Burlington, VT"	15540	1994	3	100.67	1.1
"BurlingtonSouth Burlington, VT"	15540	1994	4	101.73	1.19
"BurlingtonSouth Burlington, VT"	15540	1995	1	100	0
"BurlingtonSouth Burlington, VT"	15540	1995	2	102.24	1.12
"BurlingtonSouth Burlington, VT"	15540	1995	3	101.74	1
"BurlingtonSouth Burlington, VT"	15540	1995	4	102.35	1.02
"BurlingtonSouth Burlington, VT"	15540	1996	1	104.03	1.02
"BurlingtonSouth Burlington, VT"	15540	1996	2	102.5	1.05
"BurlingtonSouth Burlington, VT"	15540	1996	3	102.02	1.09
"BurlingtonSouth Burlington, VT"	15540	1996	4	103.45	1.14
"BurlingtonSouth Burlington, VT"	15540	1997	1	104.84	1.17
"BurlingtonSouth Burlington, VT"	15540	1997	2	103.53	1.1
"BurlingtonSouth Burlington, VT"	15540	1997	3	104.68	1.08
"BurlingtonSouth Burlington, VT"	15540	1997	4	104.73	1.04
"BurlingtonSouth Burlington, VT"	15540	1998	1	106.05	1.01
"BurlingtonSouth Burlington, VT"	15540	1998	2	106.45	1.02
"BurlingtonSouth Burlington, VT"	15540	1998	3	107	1.04
"BurlingtonSouth Burlington, VT"	15540	1998	4	107.85	1.02
"BurlingtonSouth Burlington, VT"	15540	1999	1	109.1	1.06
"BurlingtonSouth Burlington, VT"	15540	1999	2	109.84	1.08
"BurlingtonSouth Burlington, VT"	15540	1999	3	113.77	1.14
"BurlingtonSouth Burlington, VT"	15540	1999	4	115.03	1.19
"BurlingtonSouth Burlington, VT"	15540	2000	1	118.19	1.26
"BurlingtonSouth Burlington, VT"	15540	2000	2	121	1.19
"BurlingtonSouth Burlington, VT"	15540	2000	3	123.03	1.19
"BurlingtonSouth Burlington, VT"	15540	2000	4	125.35	1.21
"BurlingtonSouth Burlington, VT"	15540	2001	1	127.73	1.2
"BurlingtonSouth Burlington, VT"	15540	2001	2	130.08	1.21
"BurlingtonSouth Burlington, VT"	15540	2001	3	133.48	1.25
"BurlingtonSouth Burlington, VT"	15540	2001	4	135.13	1.25
"BurlingtonSouth Burlington, VT"	15540	2002	1	137.89	1.28
"BurlingtonSouth Burlington, VT"	15540	2002	2	141.47	1.33
"BurlingtonSouth Burlington, VT"	15540	2002	3	143.38	1.33
"BurlingtonSouth Burlington, VT"	15540	2002	4	144.02	1.32
"BurlingtonSouth Burlington, VT"	15540	2003	1	145.67	1.34
"BurlingtonSouth Burlington, VT"	15540	2003	2	147.78	1.36
"BurlingtonSouth Burlington, VT"	15540	2003	3	151.11	1.39
"BurlingtonSouth Burlington, VT"	15540	2003	4	158.77	1.51
"BurlingtonSouth Burlington, VT"	15540	2004	1	160.63	1.54
"BurlingtonSouth Burlington, VT"	15540	2004	2	165.49	1.56
"BurlingtonSouth Burlington, VT"	15540	2004	3	176.78	1.7
"BurlingtonSouth Burlington, VT"	15540	2004	4	179.61	1.72
"BurlingtonSouth Burlington, VT"	15540	2005	1	184.92	1.82
"BurlingtonSouth Burlington, VT"	15540	2005	2	191.39	1.85
"BurlingtonSouth Burlington, VT"	15540	2005	3	197.7	1.9
"BurlingtonSouth Burlington, VT"	15540	2005	4	203.01	2.01
"BurlingtonSouth Burlington, VT"	15540	2006	1	205.18	2.09
"BurlingtonSouth Burlington, VT"	15540	2006	2	208.74	2.06
"BurlingtonSouth Burlington, VT"	15540	2006	3	208.97	2.06
"BurlingtonSouth Burlington, VT"	15540	2006	4	211.02	2.06
"BurlingtonSouth Burlington, VT"	15540	2007	1	213.39	2.12
"BurlingtonSouth Burlington, VT"	15540	2007	2	211.41	2.06
"BurlingtonSouth Burlington, VT"	15540	2007	3	211.89	2.07
"BurlingtonSouth Burlington, VT"	15540	2007	4	211.79	2.06
"BurlingtonSouth Burlington, VT"	15540	2008	1	214.27	2.05
"BurlingtonSouth Burlington, VT"	15540	2008	2	212.14	2.06
"BurlingtonSouth Burlington, VT"	15540	2008	3	210.1	2.1
"BurlingtonSouth Burlington, VT"	15540	2008	4	208.88	2.09
"BurlingtonSouth Burlington, VT"	15540	2009	1	210.22	1.98
"BurlingtonSouth Burlington, VT"	15540	2009	2	206.82	1.96
"BurlingtonSouth Burlington, VT"	15540	2009	3	206.33	1.99
"BurlingtonSouth Burlington, VT"	15540	2009	4	206.01	2
"BurlingtonSouth Burlington, VT"	15540	2010	1	206.81	2.06
"BurlingtonSouth Burlington, VT"	15540	2010	2	206.24	2.04
"BurlingtonSouth Burlington, VT"	15540	2010	3	206.83	1.98
"BurlingtonSouth Burlington, VT"	15540	2010	4	207.65	1.98
"BurlingtonSouth Burlington, VT"	15540	2011	1	207.22	2.08
"BurlingtonSouth Burlington, VT"	15540	2011	2	204.95	2.1
"BurlingtonSouth Burlington, VT"	15540	2011	3	207.91	2.06
"BurlingtonSouth Burlington, VT"	15540	2011	4	209.01	2.02
"BurlingtonSouth Burlington, VT"	15540	2012	1	208.34	2.04
"BurlingtonSouth Burlington, VT"	15540	2012	2	209.49	2.06
"BurlingtonSouth Burlington, VT"	15540	2012	3	209.84	2.06
"BurlingtonSouth Burlington, VT"	15540	2012	4	209.53	2.05
"BurlingtonSouth Burlington, VT"	15540	2013	1	211.17	2.1
"BurlingtonSouth Burlington, VT"	15540	2013	2	211.36	2.16
"BurlingtonSouth Burlington, VT"	15540	2013	3	211.34	2.22
"BurlingtonSouth Burlington, VT"	15540	2013	4	212.13	2.37
"BurlingtonSouth Burlington, VT"	15540	2014	1	212.3	2.53
"BurlingtonSouth Burlington, VT"	15540	2014	2	217.42	2.38
"BurlingtonSouth Burlington, VT"	15540	2014	3	217.72	2.44
"BurlingtonSouth Burlington, VT"	15540	2014	4	215.29	2.41
"BurlingtonSouth Burlington, VT"	15540	2015	1	219.89	2.42
"BurlingtonSouth Burlington, VT"	15540	2015	2	220.44	2.46
"BurlingtonSouth Burlington, VT"	15540	2015	3	224.82	2.68
"BurlingtonSouth Burlington, VT"	15540	2015	4	222.11	2.73
"BurlingtonSouth Burlington, VT"	15540	2016	1	223.51	2.95
"CaliforniaLexington Park, MD"	15680	1975	1		
