CBSA_name	cbsa	yr	qtr	index_nsa	index_sa
"Abilene, TX"	10180	1975	1		
"Abilene, TX"	10180	1975	2		
"Abilene, TX"	10180	1975	3		
"Abilene, TX"	10180	1975	4		
"Abilene, TX"	10180	1976	1		
"Abilene, TX"	10180	1976	2		
"Abilene, TX"	10180	1976	3		
"Abilene, TX"	10180	1976	4		
"Abilene, TX"	10180	1977	1		
"Abilene, TX"	10180	1977	2		
"Abilene, TX"	10180	1977	3		
"Abilene, TX"	10180	1977	4		
"Abilene, TX"	10180	1978	1		
"Abilene, TX"	10180	1978	2		
"Abilene, TX"	10180	1978	3		
"Abilene, TX"	10180	1978	4		
"Abilene, TX"	10180	1979	1		
"Abilene, TX"	10180	1979	2		
"Abilene, TX"	10180	1979	3		
"Abilene, TX"	10180	1979	4		
"Abilene, TX"	10180	1980	1		
"Abilene, TX"	10180	1980	2		
"Abilene, TX"	10180	1980	3		
"Abilene, TX"	10180	1980	4		
"Abilene, TX"	10180	1981	1		
"Abilene, TX"	10180	1981	2		
"Abilene, TX"	10180	1981	3		
"Abilene, TX"	10180	1981	4		
"Abilene, TX"	10180	1982	1		
"Abilene, TX"	10180	1982	2		
"Abilene, TX"	10180	1982	3		
"Abilene, TX"	10180	1982	4		
"Abilene, TX"	10180	1983	1		
"Abilene, TX"	10180	1983	2		
"Abilene, TX"	10180	1983	3		
"Abilene, TX"	10180	1983	4		
"Abilene, TX"	10180	1984	1		
"Abilene, TX"	10180	1984	2		
"Abilene, TX"	10180	1984	3		
"Abilene, TX"	10180	1984	4		
"Abilene, TX"	10180	1985	1		
"Abilene, TX"	10180	1985	2		
"Abilene, TX"	10180	1985	3		
"Abilene, TX"	10180	1985	4		
"Abilene, TX"	10180	1986	1		
"Abilene, TX"	10180	1986	2		
"Abilene, TX"	10180	1986	3	107.31	2.76
"Abilene, TX"	10180	1986	4	95.52	2.88
"Abilene, TX"	10180	1987	1	100.66	2.79
"Abilene, TX"	10180	1987	2	99.59	2.58
"Abilene, TX"	10180	1987	3	94.02	2.84
"Abilene, TX"	10180	1987	4	91.06	3.27
"Abilene, TX"	10180	1988	1	81.44	3.15
"Abilene, TX"	10180	1988	2	88.92	2.49
"Abilene, TX"	10180	1988	3	82.8	2.37
"Abilene, TX"	10180	1988	4	84.28	2.54
"Abilene, TX"	10180	1989	1	87.11	2.56
"Abilene, TX"	10180	1989	2	80.11	2.55
"Abilene, TX"	10180	1989	3	84.36	2.6
"Abilene, TX"	10180	1989	4	75.29	2.85
"Abilene, TX"	10180	1990	1	80.33	2.63
"Abilene, TX"	10180	1990	2	80.06	2.36
"Abilene, TX"	10180	1990	3	79.7	2.55
"Abilene, TX"	10180	1990	4	81.82	2.45
"Abilene, TX"	10180	1991	1	82.94	3
"Abilene, TX"	10180	1991	2	87.07	2.5
"Abilene, TX"	10180	1991	3	87.39	2.83
"Abilene, TX"	10180	1991	4	82.98	2.21
"Abilene, TX"	10180	1992	1	91.29	2.2
"Abilene, TX"	10180	1992	2	89.85	2.28
"Abilene, TX"	10180	1992	3	90.81	2.21
"Abilene, TX"	10180	1992	4	92.08	2.09
"Abilene, TX"	10180	1993	1	93.33	2.25
"Abilene, TX"	10180	1993	2	97.07	2.14
"Abilene, TX"	10180	1993	3	96.32	2.15
"Abilene, TX"	10180	1993	4	98.84	2.11
"Abilene, TX"	10180	1994	1	98.49	2.2
"Abilene, TX"	10180	1994	2	99.75	2.28
"Abilene, TX"	10180	1994	3	98.83	2.19
"Abilene, TX"	10180	1994	4	96.68	2.18
"Abilene, TX"	10180	1995	1	100	0
"Abilene, TX"	10180	1995	2	101.81	2.44
"Abilene, TX"	10180	1995	3	100.28	2.21
"Abilene, TX"	10180	1995	4	101.11	2.54
"Abilene, TX"	10180	1996	1	104.59	2.23
"Abilene, TX"	10180	1996	2	105.95	2.29
"Abilene, TX"	10180	1996	3	104.85	2.27
"Abilene, TX"	10180	1996	4	105.38	2.64
"Abilene, TX"	10180	1997	1	105.18	2.65
"Abilene, TX"	10180	1997	2	105.83	2.32
"Abilene, TX"	10180	1997	3	108.54	2.35
"Abilene, TX"	10180	1997	4	109.17	2.48
"Abilene, TX"	10180	1998	1	108.19	2.28
"Abilene, TX"	10180	1998	2	107.6	2.25
"Abilene, TX"	10180	1998	3	110.82	2.32
"Abilene, TX"	10180	1998	4	110.97	2.24
"Abilene, TX"	10180	1999	1	111.41	2.29
"Abilene, TX"	10180	1999	2	112.83	2.37
"Abilene, TX"	10180	1999	3	114.53	2.38
"Abilene, TX"	10180	1999	4	115.33	2.42
"Abilene, TX"	10180	2000	1	113.07	2.49
"Abilene, TX"	10180	2000	2	113.45	2.33
"Abilene, TX"	10180	2000	3	115.02	2.34
"Abilene, TX"	10180	2000	4	116.94	2.49
"Abilene, TX"	10180	2001	1	118.16	2.52
"Abilene, TX"	10180	2001	2	119.13	2.43
"Abilene, TX"	10180	2001	3	119.19	2.41
"Abilene, TX"	10180	2001	4	123.05	2.46
"Abilene, TX"	10180	2002	1	121.94	2.47
"Abilene, TX"	10180	2002	2	121.05	2.43
"Abilene, TX"	10180	2002	3	122.92	2.46
"Abilene, TX"	10180	2002	4	125.54	2.49
"Abilene, TX"	10180	2003	1	125.31	2.5
"Abilene, TX"	10180	2003	2	126.31	2.45
"Abilene, TX"	10180	2003	3	127.56	2.48
"Abilene, TX"	10180	2003	4	125.82	2.61
"Abilene, TX"	10180	2004	1	129.46	2.68
"Abilene, TX"	10180	2004	2	131.1	2.64
"Abilene, TX"	10180	2004	3	132.89	2.72
"Abilene, TX"	10180	2004	4	134.14	2.78
"Abilene, TX"	10180	2005	1	135.68	2.84
"Abilene, TX"	10180	2005	2	141.24	2.9
"Abilene, TX"	10180	2005	3	142.21	2.86
"Abilene, TX"	10180	2005	4	144.38	3.02
"Abilene, TX"	10180	2006	1	149.79	3.06
"Abilene, TX"	10180	2006	2	150.59	3.04
"Abilene, TX"	10180	2006	3	154.36	3.1
"Abilene, TX"	10180	2006	4	157.01	3.2
"Abilene, TX"	10180	2007	1	161.44	3.37
"Abilene, TX"	10180	2007	2	162.81	3.24
"Abilene, TX"	10180	2007	3	162.15	3.21
"Abilene, TX"	10180	2007	4	162.71	3.35
"Abilene, TX"	10180	2008	1	164.26	3.34
"Abilene, TX"	10180	2008	2	163.47	3.31
"Abilene, TX"	10180	2008	3	165.01	3.38
"Abilene, TX"	10180	2008	4	168.32	3.64
"Abilene, TX"	10180	2009	1	169.86	3.42
"Abilene, TX"	10180	2009	2	168.77	3.4
"Abilene, TX"	10180	2009	3	169.59	3.61
"Abilene, TX"	10180	2009	4	168.24	3.57
"Abilene, TX"	10180	2010	1	169.68	3.69
"Abilene, TX"	10180	2010	2	167.05	3.53
"Abilene, TX"	10180	2010	3	170.05	3.54
"Abilene, TX"	10180	2010	4	168.94	3.48
"Abilene, TX"	10180	2011	1	166.88	3.54
"Abilene, TX"	10180	2011	2	164.99	3.45
"Abilene, TX"	10180	2011	3	168.7	3.6
"Abilene, TX"	10180	2011	4	166.81	3.54
"Abilene, TX"	10180	2012	1	168.18	3.53
"Abilene, TX"	10180	2012	2	168.42	3.52
"Abilene, TX"	10180	2012	3	170.54	3.58
"Abilene, TX"	10180	2012	4	170.09	3.65
"Abilene, TX"	10180	2013	1	173.3	3.64
"Abilene, TX"	10180	2013	2	172.17	3.64
"Abilene, TX"	10180	2013	3	177.66	3.75
"Abilene, TX"	10180	2013	4	180.31	4.16
"Abilene, TX"	10180	2014	1	180.91	4.48
"Abilene, TX"	10180	2014	2	185.09	4.11
"Abilene, TX"	10180	2014	3	187.43	4.13
"Abilene, TX"	10180	2014	4	187.37	4.55
"Abilene, TX"	10180	2015	1	184.49	4.22
"Abilene, TX"	10180	2015	2	195.07	4.39
"Abilene, TX"	10180	2015	3	193.05	4.47
"Abilene, TX"	10180	2015	4	196.25	4.81
"Abilene, TX"	10180	2016	1	194.64	5.2
"Akron, OH"	10420	1975	1		
"Akron, OH"	10420	1975	2		
"Akron, OH"	10420	1975	3		
"Akron, OH"	10420	1975	4		
"Akron, OH"	10420	1976	1		
"Akron, OH"	10420	1976	2		
"Akron, OH"	10420	1976	3		
"Akron, OH"	10420	1976	4	39.44	1.04
"Akron, OH"	10420	1977	1	41.07	1
"Akron, OH"	10420	1977	2	42.39	0.68
"Akron, OH"	10420	1977	3	44	0.66
"Akron, OH"	10420	1977	4	44.71	0.72
"Akron, OH"	10420	1978	1	48.14	0.95
"Akron, OH"	10420	1978	2	49.61	0.77
"Akron, OH"	10420	1978	3	49.07	0.75
"Akron, OH"	10420	1978	4	53.24	0.83
"Akron, OH"	10420	1979	1	53.61	0.85
"Akron, OH"	10420	1979	2	55.2	0.67
"Akron, OH"	10420	1979	3	56.33	0.74
"Akron, OH"	10420	1979	4	55.56	0.84
"Akron, OH"	10420	1980	1	55.67	0.98
"Akron, OH"	10420	1980	2	56.55	1.02
"Akron, OH"	10420	1980	3	56.33	0.77
"Akron, OH"	10420	1980	4	57.17	0.86
"Akron, OH"	10420	1981	1	56.24	1.73
"Akron, OH"	10420	1981	2	56.68	1.25
"Akron, OH"	10420	1981	3	57.3	1.64
"Akron, OH"	10420	1981	4	56.68	1.52
"Akron, OH"	10420	1982	1	54.72	1.71
"Akron, OH"	10420	1982	2	57.4	1.63
"Akron, OH"	10420	1982	3	54.82	1.35
"Akron, OH"	10420	1982	4	55.67	1.24
"Akron, OH"	10420	1983	1	56.84	0.79
"Akron, OH"	10420	1983	2	58.48	0.71
"Akron, OH"	10420	1983	3	58.16	0.63
"Akron, OH"	10420	1983	4	57.07	0.8
"Akron, OH"	10420	1984	1	56.69	0.67
"Akron, OH"	10420	1984	2	57.98	0.51
"Akron, OH"	10420	1984	3	56.8	0.62
"Akron, OH"	10420	1984	4	57.74	0.51
"Akron, OH"	10420	1985	1	58.76	0.47
"Akron, OH"	10420	1985	2	59.15	0.43
"Akron, OH"	10420	1985	3	59.59	0.39
"Akron, OH"	10420	1985	4	60.03	0.44
"Akron, OH"	10420	1986	1	61.72	0.45
"Akron, OH"	10420	1986	2	62.04	0.36
"Akron, OH"	10420	1986	3	63.44	0.37
"Akron, OH"	10420	1986	4	63.9	0.4
"Akron, OH"	10420	1987	1	65.07	0.42
"Akron, OH"	10420	1987	2	66.99	0.4
"Akron, OH"	10420	1987	3	67.91	0.51
"Akron, OH"	10420	1987	4	68.16	0.64
"Akron, OH"	10420	1988	1	69.82	0.64
"Akron, OH"	10420	1988	2	70.76	0.52
"Akron, OH"	10420	1988	3	71.27	0.54
"Akron, OH"	10420	1988	4	71.91	0.57
"Akron, OH"	10420	1989	1	71.79	0.6
"Akron, OH"	10420	1989	2	73.86	0.51
"Akron, OH"	10420	1989	3	77.22	0.5
"Akron, OH"	10420	1989	4	76.93	0.52
"Akron, OH"	10420	1990	1	79.37	0.59
"Akron, OH"	10420	1990	2	78.52	0.52
"Akron, OH"	10420	1990	3	80.73	0.5
"Akron, OH"	10420	1990	4	80.66	0.54
"Akron, OH"	10420	1991	1	82.01	0.53
"Akron, OH"	10420	1991	2	83.18	0.47
"Akron, OH"	10420	1991	3	84.11	0.49
"Akron, OH"	10420	1991	4	84.98	0.48
"Akron, OH"	10420	1992	1	87.02	0.45
"Akron, OH"	10420	1992	2	87.53	0.46
"Akron, OH"	10420	1992	3	89.18	0.47
"Akron, OH"	10420	1992	4	90.2	0.46
"Akron, OH"	10420	1993	1	91.16	0.5
"Akron, OH"	10420	1993	2	92.1	0.46
"Akron, OH"	10420	1993	3	93.85	0.48
"Akron, OH"	10420	1993	4	95.47	0.48
"Akron, OH"	10420	1994	1	95.81	0.51
"Akron, OH"	10420	1994	2	96.8	0.54
"Akron, OH"	10420	1994	3	98.69	0.57
"Akron, OH"	10420	1994	4	98.59	0.6
"Akron, OH"	10420	1995	1	100	0
"Akron, OH"	10420	1995	2	101.55	0.57
"Akron, OH"	10420	1995	3	103.39	0.55
"Akron, OH"	10420	1995	4	104.78	0.56
"Akron, OH"	10420	1996	1	107.25	0.56
"Akron, OH"	10420	1996	2	107.36	0.57
"Akron, OH"	10420	1996	3	108.22	0.6
"Akron, OH"	10420	1996	4	110.06	0.61
"Akron, OH"	10420	1997	1	110.95	0.62
"Akron, OH"	10420	1997	2	111.92	0.6
"Akron, OH"	10420	1997	3	114.28	0.6
"Akron, OH"	10420	1997	4	115.38	0.61
"Akron, OH"	10420	1998	1	117.49	0.59
"Akron, OH"	10420	1998	2	118.54	0.59
"Akron, OH"	10420	1998	3	119.85	0.61
"Akron, OH"	10420	1998	4	121.33	0.6
"Akron, OH"	10420	1999	1	122.45	0.61
"Akron, OH"	10420	1999	2	123.72	0.63
"Akron, OH"	10420	1999	3	123.91	0.66
"Akron, OH"	10420	1999	4	124.1	0.68
"Akron, OH"	10420	2000	1	124.33	0.68
"Akron, OH"	10420	2000	2	126.02	0.65
"Akron, OH"	10420	2000	3	128.03	0.66
"Akron, OH"	10420	2000	4	129.46	0.67
"Akron, OH"	10420	2001	1	132.23	0.66
"Akron, OH"	10420	2001	2	133.56	0.65
"Akron, OH"	10420	2001	3	134.57	0.66
"Akron, OH"	10420	2001	4	136.48	0.66
"Akron, OH"	10420	2002	1	136.95	0.67
"Akron, OH"	10420	2002	2	137.13	0.67
"Akron, OH"	10420	2002	3	138.97	0.67
"Akron, OH"	10420	2002	4	140.01	0.67
"Akron, OH"	10420	2003	1	140.95	0.68
"Akron, OH"	10420	2003	2	141.82	0.68
"Akron, OH"	10420	2003	3	143.18	0.69
"Akron, OH"	10420	2003	4	143.49	0.73
"Akron, OH"	10420	2004	1	144.79	0.74
"Akron, OH"	10420	2004	2	145.6	0.74
"Akron, OH"	10420	2004	3	146.47	0.78
"Akron, OH"	10420	2004	4	147.96	0.8
"Akron, OH"	10420	2005	1	149.45	0.82
"Akron, OH"	10420	2005	2	150.51	0.82
"Akron, OH"	10420	2005	3	151.95	0.81
"Akron, OH"	10420	2005	4	152.34	0.84
"Akron, OH"	10420	2006	1	153.28	0.88
"Akron, OH"	10420	2006	2	150.39	0.83
"Akron, OH"	10420	2006	3	149.56	0.82
"Akron, OH"	10420	2006	4	151.82	0.85
"Akron, OH"	10420	2007	1	150.9	0.85
"Akron, OH"	10420	2007	2	149.24	0.81
"Akron, OH"	10420	2007	3	147.69	0.81
"Akron, OH"	10420	2007	4	147.2	0.82
"Akron, OH"	10420	2008	1	148.16	0.81
"Akron, OH"	10420	2008	2	146.23	0.83
"Akron, OH"	10420	2008	3	141.88	0.84
"Akron, OH"	10420	2008	4	142.01	0.87
"Akron, OH"	10420	2009	1	145.1	0.77
"Akron, OH"	10420	2009	2	141.36	0.75
"Akron, OH"	10420	2009	3	138.37	0.82
"Akron, OH"	10420	2009	4	138.8	0.8
"Akron, OH"	10420	2010	1	136.38	0.81
"Akron, OH"	10420	2010	2	136.15	0.8
"Akron, OH"	10420	2010	3	137.55	0.76
"Akron, OH"	10420	2010	4	136.78	0.76
"Akron, OH"	10420	2011	1	133.22	0.84
"Akron, OH"	10420	2011	2	130.13	0.83
"Akron, OH"	10420	2011	3	131.33	0.79
"Akron, OH"	10420	2011	4	130.93	0.77
"Akron, OH"	10420	2012	1	127.76	0.75
"Akron, OH"	10420	2012	2	127.54	0.76
"Akron, OH"	10420	2012	3	128.48	0.75
"Akron, OH"	10420	2012	4	129.39	0.75
"Akron, OH"	10420	2013	1	129.41	0.78
"Akron, OH"	10420	2013	2	129.6	0.78
"Akron, OH"	10420	2013	3	129.8	0.84
"Akron, OH"	10420	2013	4	131.68	0.92
"Akron, OH"	10420	2014	1	129.01	0.98
"Akron, OH"	10420	2014	2	133.83	0.94
"Akron, OH"	10420	2014	3	136.85	0.96
"Akron, OH"	10420	2014	4	136.54	1.01
"Akron, OH"	10420	2015	1	136.68	1.01
"Akron, OH"	10420	2015	2	140.82	1.07
"Akron, OH"	10420	2015	3	138.79	1.09
"Akron, OH"	10420	2015	4	143.44	1.16
"Akron, OH"	10420	2016	1	141.1	1.21
"Albany, GA"	10500	1975	1		
"Albany, GA"	10500	1975	2		
"Albany, GA"	10500	1975	3		
"Albany, GA"	10500	1975	4		
"Albany, GA"	10500	1976	1		
"Albany, GA"	10500	1976	2		
"Albany, GA"	10500	1976	3		
"Albany, GA"	10500	1976	4		
"Albany, GA"	10500	1977	1		
"Albany, GA"	10500	1977	2		
"Albany, GA"	10500	1977	3		
"Albany, GA"	10500	1977	4		
"Albany, GA"	10500	1978	1		
"Albany, GA"	10500	1978	2		
"Albany, GA"	10500	1978	3		
"Albany, GA"	10500	1978	4		
"Albany, GA"	10500	1979	1		
"Albany, GA"	10500	1979	2		
"Albany, GA"	10500	1979	3		
"Albany, GA"	10500	1979	4		
"Albany, GA"	10500	1980	1		
"Albany, GA"	10500	1980	2		
"Albany, GA"	10500	1980	3		
"Albany, GA"	10500	1980	4		
"Albany, GA"	10500	1981	1		
"Albany, GA"	10500	1981	2		
"Albany, GA"	10500	1981	3		
"Albany, GA"	10500	1981	4		
"Albany, GA"	10500	1982	1		
"Albany, GA"	10500	1982	2		
"Albany, GA"	10500	1982	3		
"Albany, GA"	10500	1982	4		
"Albany, GA"	10500	1983	1		
"Albany, GA"	10500	1983	2		
"Albany, GA"	10500	1983	3		
"Albany, GA"	10500	1983	4		
"Albany, GA"	10500	1984	1		
"Albany, GA"	10500	1984	2		
"Albany, GA"	10500	1984	3		
"Albany, GA"	10500	1984	4		
"Albany, GA"	10500	1985	1		
"Albany, GA"	10500	1985	2		
"Albany, GA"	10500	1985	3		
"Albany, GA"	10500	1985	4		
"Albany, GA"	10500	1986	1	84.77	1.82
"Albany, GA"	10500	1986	2	84.39	1.59
"Albany, GA"	10500	1986	3	89.07	1.83
"Albany, GA"	10500	1986	4	86.41	1.78
"Albany, GA"	10500	1987	1	87.34	1.7
"Albany, GA"	10500	1987	2	87.87	1.93
"Albany, GA"	10500	1987	3	86.89	1.97
"Albany, GA"	10500	1987	4	85	2.74
"Albany, GA"	10500	1988	1	89.89	2.58
"Albany, GA"	10500	1988	2	89.86	2.38
"Albany, GA"	10500	1988	3	88.77	3.33
"Albany, GA"	10500	1988	4	88.6	2.38
"Albany, GA"	10500	1989	1	82.84	2.39
"Albany, GA"	10500	1989	2	88.84	2.15
"Albany, GA"	10500	1989	3	87.16	2.26
"Albany, GA"	10500	1989	4	89.78	2.69
"Albany, GA"	10500	1990	1	86.83	2.32
"Albany, GA"	10500	1990	2	90.39	2.17
"Albany, GA"	10500	1990	3	93.99	2.19
"Albany, GA"	10500	1990	4	90	2.28
"Albany, GA"	10500	1991	1	91.37	2.68
"Albany, GA"	10500	1991	2	90.53	2.01
"Albany, GA"	10500	1991	3	93.45	2.1
"Albany, GA"	10500	1991	4	90.39	1.9
"Albany, GA"	10500	1992	1	92.49	1.71
"Albany, GA"	10500	1992	2	93.21	1.83
"Albany, GA"	10500	1992	3	94.36	1.75
"Albany, GA"	10500	1992	4	94.75	1.75
"Albany, GA"	10500	1993	1	95.88	2.08
"Albany, GA"	10500	1993	2	96.48	1.75
"Albany, GA"	10500	1993	3	97.03	1.83
"Albany, GA"	10500	1993	4	97.07	1.73
"Albany, GA"	10500	1994	1	96.91	1.93
"Albany, GA"	10500	1994	2	97.49	2.03
"Albany, GA"	10500	1994	3	101.56	2.12
"Albany, GA"	10500	1994	4	99.33	2.11
"Albany, GA"	10500	1995	1	100	0
"Albany, GA"	10500	1995	2	101.84	2
"Albany, GA"	10500	1995	3	102.63	1.84
"Albany, GA"	10500	1995	4	104.76	1.84
"Albany, GA"	10500	1996	1	104.49	1.89
"Albany, GA"	10500	1996	2	107.02	1.95
"Albany, GA"	10500	1996	3	109.19	1.99
"Albany, GA"	10500	1996	4	108.24	1.99
"Albany, GA"	10500	1997	1	109.68	2.06
"Albany, GA"	10500	1997	2	110.3	1.99
"Albany, GA"	10500	1997	3	110.98	2.02
"Albany, GA"	10500	1997	4	114.75	2.09
"Albany, GA"	10500	1998	1	114.06	1.92
"Albany, GA"	10500	1998	2	114.31	1.96
"Albany, GA"	10500	1998	3	117	2.06
"Albany, GA"	10500	1998	4	116.36	1.97
"Albany, GA"	10500	1999	1	118.13	2.03
"Albany, GA"	10500	1999	2	117.01	2.06
"Albany, GA"	10500	1999	3	118.85	2.15
"Albany, GA"	10500	1999	4	121.01	2.29
"Albany, GA"	10500	2000	1	122.25	2.24
"Albany, GA"	10500	2000	2	121.45	2.14
"Albany, GA"	10500	2000	3	122.87	2.13
"Albany, GA"	10500	2000	4	122.79	2.17
"Albany, GA"	10500	2001	1	125.95	2.12
"Albany, GA"	10500	2001	2	126.84	2.15
"Albany, GA"	10500	2001	3	127.73	2.16
"Albany, GA"	10500	2001	4	127.74	2.11
"Albany, GA"	10500	2002	1	128.13	2.17
"Albany, GA"	10500	2002	2	130.03	2.21
"Albany, GA"	10500	2002	3	131.56	2.2
"Albany, GA"	10500	2002	4	133.29	2.21
"Albany, GA"	10500	2003	1	132.77	2.2
"Albany, GA"	10500	2003	2	135.81	2.23
"Albany, GA"	10500	2003	3	135.73	2.24
"Albany, GA"	10500	2003	4	140.07	2.44
"Albany, GA"	10500	2004	1	139.28	2.4
"Albany, GA"	10500	2004	2	140.06	2.4
"Albany, GA"	10500	2004	3	141.26	2.44
"Albany, GA"	10500	2004	4	143.8	2.5
"Albany, GA"	10500	2005	1	144.23	2.54
"Albany, GA"	10500	2005	2	149.19	2.58
"Albany, GA"	10500	2005	3	149.17	2.57
"Albany, GA"	10500	2005	4	156.31	2.72
"Albany, GA"	10500	2006	1	155.43	2.71
"Albany, GA"	10500	2006	2	159.35	2.74
"Albany, GA"	10500	2006	3	157.96	2.73
"Albany, GA"	10500	2006	4	161.62	2.84
"Albany, GA"	10500	2007	1	164.04	2.87
"Albany, GA"	10500	2007	2	164.62	2.84
"Albany, GA"	10500	2007	3	165.71	2.85
"Albany, GA"	10500	2007	4	166.3	2.91
"Albany, GA"	10500	2008	1	170.62	2.95
"Albany, GA"	10500	2008	2	168.2	2.94
"Albany, GA"	10500	2008	3	164.53	2.9
"Albany, GA"	10500	2008	4	165.32	3.05
"Albany, GA"	10500	2009	1	165.9	2.86
"Albany, GA"	10500	2009	2	165.29	2.85
"Albany, GA"	10500	2009	3	161.74	3.01
"Albany, GA"	10500	2009	4	160.74	2.96
"Albany, GA"	10500	2010	1	160.6	3.21
"Albany, GA"	10500	2010	2	154.48	2.96
"Albany, GA"	10500	2010	3	159.12	2.85
"Albany, GA"	10500	2010	4	158.5	2.84
"Albany, GA"	10500	2011	1	152.41	2.87
"Albany, GA"	10500	2011	2	152.34	3.01
"Albany, GA"	10500	2011	3	149.48	2.87
"Albany, GA"	10500	2011	4	150.53	2.77
"Albany, GA"	10500	2012	1	146.99	2.74
"Albany, GA"	10500	2012	2	146.38	2.75
"Albany, GA"	10500	2012	3	147.3	2.72
"Albany, GA"	10500	2012	4	147.27	2.69
"Albany, GA"	10500	2013	1	147.4	2.71
"Albany, GA"	10500	2013	2	149.48	2.76
"Albany, GA"	10500	2013	3	146.2	2.83
"Albany, GA"	10500	2013	4	144.08	2.94
"Albany, GA"	10500	2014	1	146.57	3.23
"Albany, GA"	10500	2014	2	141.11	2.93
"Albany, GA"	10500	2014	3	145.12	3.09
"Albany, GA"	10500	2014	4	146.62	3.39
"Albany, GA"	10500	2015	1	147.97	3.06
"Albany, GA"	10500	2015	2	144.53	3.06
"Albany, GA"	10500	2015	3	146.5	3.33
"Albany, GA"	10500	2015	4	145.96	3.26
"Albany, GA"	10500	2016	1	147.17	3.78
"Albany, OR"	10540	1975	1		
"Albany, OR"	10540	1975	2		
"Albany, OR"	10540	1975	3		
"Albany, OR"	10540	1975	4		
"Albany, OR"	10540	1976	1		
"Albany, OR"	10540	1976	2		
"Albany, OR"	10540	1976	3		
"Albany, OR"	10540	1976	4		
"Albany, OR"	10540	1977	1		
"Albany, OR"	10540	1977	2		
"Albany, OR"	10540	1977	3		
"Albany, OR"	10540	1977	4		
"Albany, OR"	10540	1978	1		
"Albany, OR"	10540	1978	2		
"Albany, OR"	10540	1978	3		
"Albany, OR"	10540	1978	4		
"Albany, OR"	10540	1979	1		
"Albany, OR"	10540	1979	2		
"Albany, OR"	10540	1979	3		
"Albany, OR"	10540	1979	4		
"Albany, OR"	10540	1980	1		
"Albany, OR"	10540	1980	2		
"Albany, OR"	10540	1980	3		
"Albany, OR"	10540	1980	4		
"Albany, OR"	10540	1981	1		
"Albany, OR"	10540	1981	2		
"Albany, OR"	10540	1981	3		
"Albany, OR"	10540	1981	4		
"Albany, OR"	10540	1982	1		
"Albany, OR"	10540	1982	2		
"Albany, OR"	10540	1982	3		
"Albany, OR"	10540	1982	4		
"Albany, OR"	10540	1983	1		
"Albany, OR"	10540	1983	2		
"Albany, OR"	10540	1983	3		
"Albany, OR"	10540	1983	4		
"Albany, OR"	10540	1984	1		
"Albany, OR"	10540	1984	2		
"Albany, OR"	10540	1984	3		
"Albany, OR"	10540	1984	4		
"Albany, OR"	10540	1985	1		
"Albany, OR"	10540	1985	2		
"Albany, OR"	10540	1985	3		
"Albany, OR"	10540	1985	4		
"Albany, OR"	10540	1986	1		
"Albany, OR"	10540	1986	2		
"Albany, OR"	10540	1986	3		
"Albany, OR"	10540	1986	4		
"Albany, OR"	10540	1987	1		
"Albany, OR"	10540	1987	2		
"Albany, OR"	10540	1987	3		
"Albany, OR"	10540	1987	4		
"Albany, OR"	10540	1988	1		
"Albany, OR"	10540	1988	2		
"Albany, OR"	10540	1988	3	46.62	1.58
"Albany, OR"	10540	1988	4	49.72	2.09
"Albany, OR"	10540	1989	1	47.58	1.66
"Albany, OR"	10540	1989	2	51.63	1.89
"Albany, OR"	10540	1989	3	54.47	1.93
"Albany, OR"	10540	1989	4	52.85	1.45
"Albany, OR"	10540	1990	1	53.61	1.61
"Albany, OR"	10540	1990	2	57.49	1.41
"Albany, OR"	10540	1990	3	60.99	1.33
"Albany, OR"	10540	1990	4	58.39	1.24
"Albany, OR"	10540	1991	1	60.04	1.42
"Albany, OR"	10540	1991	2	64.32	1.31
"Albany, OR"	10540	1991	3	63.55	1.27
"Albany, OR"	10540	1991	4	68.41	1.31
"Albany, OR"	10540	1992	1	67.09	1.1
"Albany, OR"	10540	1992	2	68.04	1.06
"Albany, OR"	10540	1992	3	71.11	1.18
"Albany, OR"	10540	1992	4	74.94	1.11
"Albany, OR"	10540	1993	1	75.15	1.24
"Albany, OR"	10540	1993	2	77.28	1.07
"Albany, OR"	10540	1993	3	81.74	1.14
"Albany, OR"	10540	1993	4	85.73	1.1
"Albany, OR"	10540	1994	1	87.05	1.21
"Albany, OR"	10540	1994	2	89.89	1.32
"Albany, OR"	10540	1994	3	95.07	1.39
"Albany, OR"	10540	1994	4	95.44	1.46
"Albany, OR"	10540	1995	1	100	0
"Albany, OR"	10540	1995	2	101.83	1.42
"Albany, OR"	10540	1995	3	104.62	1.44
"Albany, OR"	10540	1995	4	106.81	1.4
"Albany, OR"	10540	1996	1	108.32	1.32
"Albany, OR"	10540	1996	2	110.62	1.39
"Albany, OR"	10540	1996	3	110.45	1.44
"Albany, OR"	10540	1996	4	113.86	1.49
"Albany, OR"	10540	1997	1	115.03	1.53
"Albany, OR"	10540	1997	2	116.13	1.52
"Albany, OR"	10540	1997	3	118.38	1.5
"Albany, OR"	10540	1997	4	120.46	1.5
"Albany, OR"	10540	1998	1	121.63	1.44
"Albany, OR"	10540	1998	2	123.74	1.48
"Albany, OR"	10540	1998	3	122.96	1.51
"Albany, OR"	10540	1998	4	125.63	1.48
"Albany, OR"	10540	1999	1	124.53	1.52
"Albany, OR"	10540	1999	2	125.69	1.6
"Albany, OR"	10540	1999	3	125.45	1.64
"Albany, OR"	10540	1999	4	126.03	1.72
